id_solicitacao,assunto,tipo_solicitacao,cliente,categoria,subcategoria,produto,equipe_solicitante,equipe_proprietaria,status,dt_criacao,dt_fechamento,prazo_resolucao,priorizacao,severidade,descrição,subproduto,conclusao,pontos_de_melhoria
277069,BRADESCO | Aplicação da regra 847 - Faturamento de fisioterapia não autorizado - OMNI 870972,Requisição de Serviço,BRADESCO,Solicitação de Informação,Dados de Tabelas,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/06/2021 14:26,04/13/2021 10:47,09/04/2021 14:26,0,3,Lote........: 79104900      \r\nMatricula...: 0000763349\r\n \r\nCarteirinha Procedimento\r\n------------------ --------------------\r\n982870004685000 20103115\r\n982870004685000 20103484\r\n982870004685000 50000144\r\n \r\nAtualmente o prestador não possui mais saldo. Cobranças já foram efetuadas nos lotes: 7845933,FATURE - REGRAS,TRATATIVA MIDDLEWARE,0
277082,ASFEB_Análise da regra 1088,Incidente,ASFEB,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/06/2021 15:44,04/07/2021 14:59,12/04/2021 10:29,0,3,"DIAGNÓSTICO: Aplicação da regra 1088.\r\n \r\nAÇÃO: Conforme análise, o parâmetro (PROCEDIMENTOS_TERAPIA), que valida a regra 1088 consta cadastrado duas vezes, fazendo com a regra seja aplicada indevidamente.\r\n \r\nCAUSA: Parametrização incorreta.",FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277092,Fwd: Inclusão de Códigos Novos,Incidente,SULAMERICA,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/06/2021 16:59,04/08/2021 16:57,09/04/2021 16:59,0,3,"DIAGNÓSTICO: Aplicação da regra 536.\r\n \r\nAÇÃO: Foi definido em reunião que a equipe Análise de Negócios fará um mapeamento das regras que utilizam a validação do código com 8 dígitos, pois haverá uma alteração no tamanho do campo, uma vez que os novos códigos AMB passam a possuir 10 dígitos. \r\nPara",FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277100,CASSI_Andréa - Erro na qtd autorizada do termo,Incidente,CASSI,Ocorrência,Divergência de Funcionalidade,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/06/2021 18:24,04/07/2021 10:24,12/04/2021 08:00,0,3,"DIAGNÓSTICO: Apresentação da quantidade autorizada.\r\n \r\nAÇÃO: Conforme análise, juntamente com a equipe de desenvolvimento, em tela está sendo apresentado somente quantidades solicitadas de diárias, caso haja necessidade de alteração será necessário abertura de demanda para implementação. \r\n \r\nCAUSA",AUTORIZE - FUNCIONALIDADES DO PRODUTO ,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277101,"CASSI_Andréa - Negativa 1536 - Guia autorizada, alteração de status não permitida",Incidente,CASSI,Ocorrência,Falha Sistêmica,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/06/2021 19:09,04/09/2021 11:32,14/04/2021 09:36,0,3,"DIAGNÓSTICO: Negativa 1536 - Guia autorizada, alteração de status não permitida.\r\n \r\nAÇÃO:\r\n Caso 1 - Guia prestador 91434076 : Realizada publicação da correção em 13/04/2021, através da GMUD 13997, solicitamos o reenvio da transação. \r\n Caso 2 - Guia prestador 203445075: Guia já foi concluída, não",AUTORIZE - NEGATIVAS,AJUSTE DEV,0
277103,CASSI_GUSTAVO - Autorizações não transacionadas para CASSI,Incidente,CASSI,Ocorrência,Falha Sistêmica,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/06/2021 20:12,04/12/2021 08:36,12/04/2021 08:00,0,3,"DIAGNÓSTICO: Transações não enviadas para a Operadora.\r\n \r\nAÇÃO:\r\nTransação: 810108223 - Atualizada via banco para Negada.\r\nTransação: 204651196 - Atualizada via banco para Negada.\r\n \r\n \r\nCAUSA: \r\n \r\nNo caso da transação 204651196, o autorizador recebeu um xml com a tag onde a quantidade está extrap",AUTORIZE - CONECTIVIDADE,TRATATIVA MIDDLEWARE,0
277104,CASSI_GUSTAVO - 555311 - FATURE - Protocolo enviado para CASSI com beneficiário invalido,Incidente,CASSI,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/06/2021 21:15,04/07/2021 08:37,12/04/2021 08:00,0,3,DIAGNÓSTICO: Sistema OK.\r\n \r\nAÇÃO:\r\nAnálise do Fluxo da Regra \r\n \r\nCAUSA:\r\nConforme fluxo da Regra ele entra na SITUAÇÃO 2,FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277105,CASSI_GUSTAVO - Alarme CCO - Transações com Erro - Alarme Falso,Incidente,CASSI,Ocorrência,Falha Sistêmica,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/06/2021 21:41,04/09/2021 09:27,12/04/2021 08:00,0,3,"DIAGNÓSTICO:  Alarme CCO - Transações com Erro\r\n \r\nAÇÃO: Atuação da equipe de desenvolvimento em 05/04/2021, corrigindo a situação mencionada.\r\n \r\nCAUSA: Problema relacionado a schema, quando enviamos para a Cassi um roteamento, alguma tags excede o tamanho permitido.",AUTORIZE - CONECTIVIDADE,AJUSTE DEV,0
277106,CASSI_GUSTAVO - 555842 - N1307 - NÚMERO DE GUIA INVÁLIDO,Incidente,CASSI,Ocorrência,Falha Sistêmica,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/06/2021 22:12,04/09/2021 09:47,12/04/2021 08:00,0,3,"DIAGNÓSTICO:  Alarme CCO - Transações com Erro\r\n \r\nAÇÃO: Atuação da equipe de desenvolvimento em 05/04/2021, corrigindo a situação mencionada.\r\n \r\nTransação: 204843940 \r\nTransação: 204843972 \r\nTransação: 204844045 \r\nTransação: 204844111 \r\nTransação: 204844184 \r\n \r\n \r\nCAUSA: Problema relacionado a sc",FATURE PREMIUM - REGRAS,AJUSTE DEV,0
277119,recurso de glosa - problema no processo de transmissão | 61442190000191,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/07/2021 09:04,04/19/2021 14:05,12/04/2021 09:04,0,3,"DIAGNÓSTICO: Impossibilidade de reprodução do erro.\r\n \r\nAÇÃO: Solicitado arquivo zip utilizado na evidência, porém o prestador não consegue encaminhar, impossibilitando a reprodução do erro e análise do motivo pelo qual a mensagem é apresentada.\r\n \r\nCAUSA: Impossibilidade de reprodução do erro.",FATURE PREMIUM - RECURSO DE GLOSA,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277120,Erro em contador - Analise,Incidente,ORIZON,Ocorrência,Divergência de Funcionalidade,ANALISE,BPO,Suporte Aplicação (Middleware),Fechado,04/07/2021 09:26,04/19/2021 13:27,12/04/2021 09:26,0,3,"DIAGNÓSTICO: Erro na tela de contabilização.\r\n \r\nAÇÃO: Orientamos atualizar o navegador do usuário, visto que o problema relatado ocorreu em outras máquinas e foi solucionado ao atualizar ou trocar o navegador utilizado.\r\n \r\nCAUSA: Atualização de navegador.",ANALISE -  FUNCIONALIDADES DO PRODUTO,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277148,ERRO NA APLICAÇÃO AO SOLICITAR DEMONSTRATIVO | HOSP NOVE DE JULHO,Incidente,CABESP,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/07/2021 11:18,04/09/2021 14:25,12/04/2021 11:18,0,3,DIAGNÓSTICO: Erro ao solicitar demonstrativo.\r\n \r\nAÇÃO: Geramos a solicitação através do perfil do prestador e conseguimos baixar o demonstrativo com sucesso.\r\nSegue evidência:\r\n \r\nCAUSA: Possível instabilidade momentânea.,FATURE PREMIUM - DEMONSTRATIVOS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277170,Fwd: Lote em análise - Afresp,Incidente,AFRESP,Ocorrência,Divergência de Funcionalidade,FATURE,BPO,Suporte Aplicação (Middleware),Fechado,04/07/2021 12:57,04/12/2021 11:19,12/04/2021 12:57,0,3,"DIAGNÓSTICO : Arquivo demorando para processar.\r\n \r\nAÇÃO: Protocolo rejeitado, sugerimos o reenvio do arquivo.\r\n \r\nCAUSA: Arquivo rejeitado.",FATURE - EXPORTAÇÃO DE LOTES,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277204,Imagens não aparecem no DATACAP VERIFY,Incidente,BRADESCO,Ocorrência,Falha Sistêmica,BPO,BPO,Suporte Aplicação (Middleware),Fechado,04/07/2021 16:28,04/09/2021 10:43,13/04/2021 08:09,0,3,DIAGNÓSTICO\AÇÃO: Lotes reprocessados com sucesso.,BPO - BRADESCO,TRATATIVA MIDDLEWARE,0
277205,CABESP | Demonstrativo de Pagamento Indisponível,Incidente,CABESP,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/07/2021 16:43,04/08/2021 11:09,12/04/2021 16:43,0,3,DIAGNÓSTICO: Arquivos não disponíveis para o prestador.\r\n \r\nAÇÃO: Arquivos reprocessados.\r\n \r\nCAUSA: Falha no processamento. \r\nSituação anterior =1\r\nSituação atual = 3 - Processado,FATURE PREMIUM - DEMONSTRATIVOS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277259,[Lean] Seguros Unimed | Lote status aguardando envio,Incidente,SEGUROS UNIMED,Ocorrência,Falha Sistêmica,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Resolvido,04/08/2021 10:04,04/12/2021 15:02,24/05/2021 08:08,0,3,"DIAGNÓSTICO: Falha na entrega de arquivos convertidos.\r\n \r\nAÇÃO:\r\nLean: 1989 | Inc: 277259 - Seguros Unimed | Lote status aguardando envio\r\n \r\n-- Atualização.\r\nGMUD 14212, vinculada ao LEAN 1989 publicada com sucesso em 20/05/2021 20:00\r\n \r\nCAUSA:\r\nSistema não leva em consideração arquivos convertid",FATURE - EXPORTAÇÃO DE LOTES,AJUSTE DEV,0
277271,EPHARMA | WEBSERVICE Certificado ou login e senha.,Requisição de Serviço,ORIZON,Solicitação de Informação,Dados de Tabelas,AUTORIZE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/08/2021 10:45,04/19/2021 14:56,13/04/2021 10:45,0,3,Cancelado a pedido da solicitante.,AUTORIZE - WEBSERVICE,TRATATIVA MIDDLEWARE,0
277278,CPF ja cadastrado| 60742616000160 - santa marcelina,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/08/2021 11:05,04/08/2021 13:53,13/04/2021 11:05,0,3,DIAGNÓSTICO: Erro operacional em relação ao cadastro de logins Autorize.\r\n \r\nAÇÃO: Sugerimos solicitar apoio de credenciamento para inativar o login cadastrado no CPF indevidamente.\r\n \r\nCAUSA: Erro operacional.,FATURE - PORTAL,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277291,Cancelamento de lotes,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE AUDITADO,PRODUTOS,Suporte Aplicação (Middleware),Fechado,04/08/2021 11:44,04/12/2021 16:22,13/04/2021 11:44,0,3,"DIAGNÓSTICO: Protocolos em análise.\r\n \r\nAÇÃO: Conforme análise, os protocolos em questão se encontram em análise.\r\nEm contato com o solicitante foi sugerido o fechamento do chamado e caso haja necessidade um novo será gerado.\r\n \r\nCAUSA: Arquivos não podem ser cancelados, devido estarem em análise pe",FATURE AUDITADO - AUDIÇÃO DE LOTES,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277323,Fwd: Erro Envio XML - Sul America - Serviços Médicos,Incidente,SULAMERICA,Ocorrência,Erro Conhecido,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/08/2021 14:36,04/12/2021 10:52,13/04/2021 14:36,0,3,"DIAGNÓSTICO: Arquivo com erro.\r\n \r\nAÇÃO: Conforme análise, o xml possui erro na Tag 'numeroConselhoProfissional': \r\nThe 'numeroConselhoProfissional' element is invalid - The value '' is invalid according to its datatype 'st_texto15' - The actual length is less than the MinLength value.\r\n \r\nCAUSA: Er",FATURE - CONSULTADB/LOGS/XML MOTOR DE REGRAS,TRATATIVA MIDDLEWARE,0
277329,CASSI | FATURE - Falha ao enviar o arquivo,Incidente,CASSI,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/08/2021 14:48,04/12/2021 13:06,13/04/2021 14:48,0,3,"DIAGNÓSTICO: Arquivo co erro no envio devido tamanho.\r\n \r\nAÇÃO: Gerada demanda Lean para correção.\r\nDemanda lean publicada com sucesso em 28/04/2021, através da GMUD 14068.\r\n \r\nCAUSA: Ferramenta com limitação de tamanho.",FATURE - EXPORTAÇÃO DE LOTES,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277332,Solicitação de Aba Operacional na plataforma,Requisição de Serviço,BRADESCO,Consultoria sobre Funcionalidades,Validação de funcionalidade,BPO,BPO,Suporte Aplicação (Middleware),Fechado,04/08/2021 15:12,04/09/2021 10:22,13/04/2021 15:12,0,3,Para implantação de melhorias / implementações peço seguir a esteira de demanda vigente na empresa.\r\n\r\nO Service Desk não faz implementações..,BPO - BRADESCO,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277362,Fwd: Rejeição Indevida_Regra Teto,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/08/2021 17:00,05/05/2021 09:42,13/04/2021 17:00,0,3,DIAGNÓSTICO: Sistema OK.\r\n \r\nAÇÃO:\r\nNenhuma.\r\n \r\nCAUSA:\r\nRegra aplicada corretamente.,FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277409,Mediservice - 270 | Procedimento nao aut nesta opcao,Incidente,MEDISERVICE,Ocorrência,Divergência de Funcionalidade,AUTORIZE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/09/2021 09:50,05/11/2021 13:52,14/04/2021 09:50,0,3,"DIAGNÓSTICO: Aplicação da n270.\r\n \r\nAÇÃO: Conforme análise, o prestador está tentando transacionar um código de consulta eletiva (10101012), na opção de execução de procedimento.\r\n \r\nCAUSA: Erro operacional.",AUTORIZE - NEGATIVAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277445,Fwd: ERRO DE ENVIO ORIZON.,Incidente,ORIZON,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/09/2021 11:08,04/09/2021 14:02,14/04/2021 12:37,0,3,DIAGNÓSTICO: Sistema OK.\r\n \r\nAÇÃO: Nenhuma.\r\n \r\nCAUSA:\r\nArquivo com erro de estrutura.\r\nFavor utilizar o Validador Orizon.,FATURE PREMIUM - RECURSO DE GLOSA,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277447,CABESP | Demonstrativo Indisponível,Incidente,CABESP,Ocorrência,Erro Conhecido,FATURE PREMIUM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/09/2021 11:14,04/09/2021 14:37,14/04/2021 11:14,0,3,DIAGNÓSTICO : Arquivos indisponíveis ao prestador.\r\n \r\nAÇÃO: Arquivos de demonstrativo de pagamento reprocessados.\r\n \r\nCAUSA: Falha no processamento.,FATURE PREMIUM - DEMONSTRATIVOS,TRATATIVA MIDDLEWARE,0
277449,Cassi | Log não aparece no SGO,Incidente,CASSI,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/09/2021 11:33,04/09/2021 14:17,14/04/2021 11:33,0,3,"DIAGNÓSTICO: Sistema OK.\r\n \r\nAÇÃO:\r\nLOG reprocessado e disponbilizado.\r\n \r\nCAUSA:\r\nNão identificada, o LOG não apresenta nenhuma falha ou erro no processo.",FATURE - SGO,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277480,Seguros Unimed | Lotes represados,Incidente,SEGUROS UNIMED,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/09/2021 13:40,04/09/2021 14:33,14/04/2021 13:40,0,3,DIAGNÓSTICO: Sistema OK.\r\n \r\nAÇÃO:\r\nNenhuma. \r\n \r\n \r\nCAUSA:\r\nLotes liberados as 13:00 hs e entregues no Schedule seguinte.\r\n \r\nFavor se atentar a data e hora de fechamento / liberação.,FATURE - EXPORTAÇÃO DE LOTES,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277488,CABESP | Lotes Represados (Liberados),Incidente,CABESP,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/09/2021 16:01,04/12/2021 11:49,14/04/2021 16:01,0,3,"DIAGNÓSTICO: Arquivos exportados\r\n \r\nAÇÃO: Conforme análise, os arquivos em questão se encontram ""exporados"".\r\n \r\n'79229743', - Exportado\r\n'79231407', - Exportado\r\n'79231764', - Exportado\r\n'79231892', - Exportado\r\n'79231937', - Exportado\r\n'79232282', - Exportado\r\n'79232435', - Exportado\r\n'79232525',",FATURE - EXPORTAÇÃO DE LOTES,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277490,ERRO NA APLICAÇÃO | Acesso + Serviços  - H9J,Incidente,CABESP,Ocorrência,Falha Sistêmica,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/09/2021 16:35,04/13/2021 13:15,14/04/2021 16:35,0,3,"DIAGNÓSTICO\AÇÃO: Caros,\r\nNormalmente isso ocorre quando precisa alterar a senha porque venceu o prazo pra alteração.\r\nSugerimos executar este procedimento caso o problema ainda ocorra.\r\nSe mesmo após este procedimento ainda ocorrer o problema quando clicar em ""+Serviços"".\r\nPeço enviar o print COMPL",FATURE - PORTAL,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277496,Gerar relatóriso a partir da base de dados do SGO - Sinistros  BVP,Requisição de Serviço,BRADESCO,Solicitação de Informação,Dados de Tabelas,BPO,BPO,Suporte Aplicação (Middleware),Fechado,04/09/2021 17:08,04/13/2021 14:43,15/04/2021 10:24,0,3,Planilha com dados anexo ao chamado.,BPO - PLATAFORMA DE SINISTRO,TRATATIVA MIDDLEWARE,0
277510,CASSI_Andréa - [556523] - Termos indevidos na ORIZON,Incidente,CASSI,Ocorrência,Divergência de Funcionalidade,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/09/2021 20:01,04/12/2021 15:31,15/04/2021 08:00,0,3,"DIAGNÓSTICO: Procedimentos autorizados devido não serem excluídos da PDM.\r\n \r\nAÇÃO: Conforme análise, os procedimentos em questão não podem ser cancelados, pois fazem referência a outras tabelas, como por exemplo a PCO, ou seja, os códigos existem em outras tabelas  de procedimentos.\r\n \r\nSegue erro",AUTORIZE - FUNCIONALIDADES DO PRODUTO ,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277619,Sistema BPO PADRÃO  CABESP parcialmente parado.,Incidente,CABESP,Ocorrência,Falha Sistêmica,BPO,BPO,Suporte Aplicação (Middleware),Fechado,04/12/2021 07:59,04/12/2021 11:18,15/04/2021 08:00,0,3,"DIAGNÓSTICO\AÇÃO: Conforme conversado em meet aberto pelo CCO, o problema ocorre na Operadora.\r\n<s:Envelope xmlns:s=""http://www.w3.org/2003/05/soap-envelope"" xmlns:a=""http://www.w3.org/2005/08/addressing"">\r\n<s:Header>\r\n<a:Action s:mustUnderstand=""1"">http://schemas.microsoft.com/net/2005/12/windowsco",BPO - CABESP,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277624,Recurso de glosa| 67 | 33.917.568/001-20 Santa Helena,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/12/2021 08:04,04/22/2021 09:48,15/04/2021 08:04,0,3,DIAGNÓSTICO\AÇÃO: Correção publicada em 19/04 GMUD 14020.,FATURE PREMIUM - RECURSO DE GLOSA,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277643,Reenviou de imagens ao SIAD,Incidente,BRADESCO,Ocorrência,Falha Sistêmica,BPO,BPO,Suporte Aplicação (Middleware),Fechado,04/12/2021 09:12,04/12/2021 11:50,15/04/2021 09:12,0,3,"DIAGNÓSTICO\AÇÃO: Lote reprocessado, conforme solicitado.",BPO - BRADESCO,TRATATIVA MIDDLEWARE,0
277646,BRADESCO | Centralização - OMNI 850334,Requisição de Serviço,BRADESCO,Solicitação de Informação,Dados de Tabelas,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/12/2021 09:21,04/16/2021 13:19,15/04/2021 09:21,0,3,Centralização OK.\r\n \r\nFuncionou de acordo com a carga no momento em que o lote foi apresentado.\r\n \r\nCódigos registrados no momento de execução do lote.\r\nT2: 0000188328 | T3: 0000466034 | T7:  | T9: \r\n \r\nResultado da Centralização: Exportar para o tipo: 2 na PCT. | 957144962 | E 5 | Centralizado De:,FATURE - REGRAS,TRATATIVA MIDDLEWARE,0
277669,Fwd: Negativa 314 - Falha na resposta do servidor externo - Autorizador Orizon,Incidente,MEDISERVICE,Ocorrência,Divergência de Funcionalidade,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/12/2021 10:45,04/12/2021 13:39,15/04/2021 10:45,0,3,DIAGNÓSTICO: Solicitação de xml.\r\n \r\nAÇÃO: Arquivo encaminhado para o solicitante via Chat.\r\n \r\nCAUSA: Análise interna.,AUTORIZE - NEGATIVAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277678,CABESP | Monitoramento Fature Premium_ DAC Indisponível,Incidente,CABESP,Ocorrência,Erro Conhecido,FATURE PREMIUM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/12/2021 11:11,04/12/2021 12:45,15/04/2021 11:11,0,3,DIAGNÓSTICO: Arquivo não disponível.\r\n \r\nAÇÃO: Arquivo reprocessado com sucesso.\r\n \r\nCAUSA: Arquivo sem erro na pasta CONCLUÍDO.,FATURE PREMIUM - DEMONSTRATIVOS,TRATATIVA MIDDLEWARE,0
277689,Critica 10017,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/12/2021 12:40,04/12/2021 13:42,15/04/2021 12:40,0,3,"DIAGNÓSTICO: Não informado número de protocolo, impossibilitando a análise. \r\nSugerimos abrir novo chamado com a numeração do protocolo para análise.\r\n \r\nAÇÃO: não houve.\r\n \r\nCAUSA: Não se aplica.",FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277699,Critica 10017,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,04/12/2021 14:25,04/13/2021 09:23,15/04/2021 14:25,0,3,"DIAGNÓSTICO : Aplicação da regra 10017.\r\n \r\nAÇÃO: Conforme análise, o xml se encontra com erro de schema.\r\nSegue: The 'numeroConselhoProfissional' element is invalid - The value '' is invalid according to its datatype 'st_texto15' - The actual length is less than the MinLength value.\r\n \r\nCAUSA: Arqu",FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277706,IMAGENS - SGO,Incidente,ORIZON,Ocorrência,Instabilidade,BPO,BPO,Suporte Aplicação (Middleware),Fechado,04/12/2021 15:22,04/13/2021 09:19,13/04/2021 09:22,0,3,"Diagnostico: Imagens em fila para subir.\r\n \r\nAção: Reiniciar o serviço.\r\n \r\nCausa: Serviço estava Zumbi (Ligado, mas sem funcionar).",BPO - BVP,TRATATIVA MIDDLEWARE,0
277727,CASSI | AUTORIZE |GUSTAVO - 557008 - N262 - Guia de internação inexistente,Incidente,CASSI,Ocorrência,Falha Sistêmica,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/12/2021 18:33,05/14/2021 08:09,16/04/2021 08:00,0,3,DIAGNÓSTICO: Guia não apresentada na tela para o prestador.\r\n \r\nAÇÃO: Seguem retornos dos questionamentos:\r\n \r\nPreciso saber se este caso vai entrar no caso em que a Autorização possui mais de uma ano e não possui mais nos bancos de dados Orizon\r\nNão. A guia não estava sendo apresentada devido um er,FATURE PREMIUM - REGRAS,TRATATIVA MIDDLEWARE,0
277729,CASSI_GUSTAVO - Transações de cancelamento - 9999 - Guia Inexistente,Incidente,CASSI,Ocorrência,Divergência de Funcionalidade,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/12/2021 18:45,04/19/2021 08:56,16/04/2021 08:00,0,3,"DIAGNÓSTICO: Transação de cancelamento, Guia inexistente.\r\n \r\nAÇÃO: A guia não existe na cassi, por isso A CASSI está NEGANDO o cancelamento do item.\r\n \r\nPara essa situação temos o seguinte comportamento:\r\n \r\nSe o SOC responder o cancelamento com status 3 [Guia inexistente], significa que a guia inf",AUTORIZE - FUNCIONALIDADES DO PRODUTO ,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277732,Imagens para nova assinatura de e-mail Orizon,Requisição de Serviço,ORIZON,Sistema Operacional,Parametrizações,BPO,BPO,Suporte Aplicação (Middleware),Fechado,04/12/2021 19:48,04/14/2021 16:46,21/04/2021 09:44,0,3,"Informamos que o processo de publicação foi efetuado com sucesso, porém, foi feito em caráter excepcional, uma vez que quaisquer alterações em produção devem ser efetuados através de GMUD seguindo os fluxos padrões da empresa.",EM ANALISE,TRATATIVA MIDDLEWARE,0
277770,LOTES OCORRENCIA OCR MANUAL MEDISERVICE,Incidente,MEDISERVICE,Ocorrência,Falha Sistêmica,BPO,BPO,Suporte Aplicação (Middleware),Fechado,04/13/2021 10:34,04/15/2021 19:35,16/04/2021 11:07,0,3,"DIAGNÓSTICO\AÇÃO: Problemas no Reconhecimento da Imagem.\r\nAberto chamado na Nuveo.\r\nHCU-18 Falha no reconhecimento do numero da guia (Ultrapassando o limite de digitos)\r\nRetorno:\r\nUma nova versão em produção já foi disponibilizada para limitar o número da guia em 20 dígitos.\r\nDesta forma, situações",BPO - MEDISERVICE,TRATATIVA MIDDLEWARE,0
277786,SULAMÉRICA | Relatório NUM_LOTE,Incidente,SULAMERICA,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,04/13/2021 12:25,05/04/2021 12:07,21/04/2021 09:51,0,3,Arquivos disponibilizados em:\r\n \r\n \r\n\\Filecls.prod.datacenter\webshare01\CW277786\r\n \r\n \r\nLembramos que após a execução de todas as tarefas os arquivos devem ser removidos.,FATURE - CONSULTADB/LOGS/XML MOTOR DE REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
277788,Fwd: Erro time out - Módulo de glosas,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,BPO,Suporte Aplicação (Middleware),Fechado,04/13/2021 12:46,04/14/2021 08:30,16/04/2021 12:46,0,3,DIAGNÓSTICO: Impossibilidade de reprodução do erro.\r\n \r\nAÇÃO: Realizamos a reprodução do cenário mencionado no perfil do prestador e não identificamos inconsistências.\r\n \r\nCAUSA: Possível instabilidade momentânea.,FATURE PREMIUM - RECURSO DE GLOSA,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
